ID,Mode,Auditory,Gender,Age_1,competence,intelligence,thoughtful,composite_intellect,humanness,novel,unique,composite_novelty,Stimulus,RecommendationFollowed
316,Auditory-Human,1,2,19,5,5,6,5.333333333,5,3,3,3,CreditCard,0
317,Auditory-Computer,1,2,21,2,2,2,2,1,1,1,1,CreditCard,0
318,Auditory-Human,1,2,25,5,5,5,5,4,4,6,5,CreditCard,0
319,Auditory-Computer,1,2,22,6,6,5,5.666666667,6,4,4,4,CreditCard,1
320,Visual-Handwritten,0,1,19,9,9,9,9,6,5,6,5.5,CreditCard,1
321,Auditory-Human,1,2,18,6,7,5,6,7,6,5,5.5,CreditCard,1
322,Auditory-Computer,1,1,22,2,2,2,2,3,1,1,1,CreditCard,0
323,Auditory-Human,1,2,59,5,5,5,5,5,5,7,6,CreditCard,0
324,Visual-Handwritten,0,2,35,5,5,5,5,5,1,1,1,CreditCard,0
325,Visual-Handwritten,0,1,25,7,7,7,7,7,7,7,7,CreditCard,0
326,Auditory-Human,1,1,20,4,5,4,4.333333333,1,3,3,3,CreditCard,0
327,Auditory-Human,1,2,22,4,5,3,4,2,5,3,4,CreditCard,0
328,Visual-Handwritten,0,2,21,8,8,8,8,8,7,7,7,CreditCard,1
329,Auditory-Computer,1,2,57,3,4,1,2.666666667,5,7,7,7,CreditCard,0
330,Visual-Handwritten,0,2,48,5,5,5,5,5,2,6,4,CreditCard,0
331,Visual-Handwritten,0,2,18,6,6,6,6,3,5,6,5.5,CreditCard,0
332,Visual-Handwritten,0,2,32,5,4,3,4,4,7,7,7,CreditCard,0
333,Auditory-Computer,1,2,18,4,3,4,3.666666667,2,3,3,3,CreditCard,0
334,Auditory-Human,1,2,27,5,5,5,5,7,7,7,7,CreditCard,0
335,Visual-Handwritten,0,2,19,4,4,5,4.333333333,5,5,4,4.5,CreditCard,0
336,Auditory-Computer,1,2,42,5,5,5,5,1,1,1,1,CreditCard,1
337,Auditory-Computer,1,3,33,9,9,8,8.666666667,2,8,6,7,CreditCard,0
338,Auditory-Human,1,1,44,5,7,4,5.333333333,5,6,7,6.5,CreditCard,0
339,Visual-Handwritten,0,1,37,7,8,8,7.666666667,7,6,7,6.5,CreditCard,0
340,Auditory-Computer,1,2,24,7,7,6,6.666666667,1,7,7,7,CreditCard,0
341,Visual-Handwritten,0,2,21,7,7,7,7,6,6,7,6.5,CreditCard,0
342,Auditory-Human,1,1,31,7,4,5,5.333333333,3,6,6,6,CreditCard,1
343,Auditory-Human,1,1,26,7,7,7,7,4,6,6,6,CreditCard,0
344,Auditory-Human,1,1,31,6,5,6,5.666666667,6,4,4,4,CreditCard,1
345,Auditory-Computer,1,2,18,7,6,4,5.666666667,8,2,2,2,CreditCard,1
346,Visual-Handwritten,0,2,60,2,3,5,3.333333333,2,1,1,1,CreditCard,0
347,Auditory-Human,1,1,18,6,6,5,5.666666667,8,3,3,3,CreditCard,0
348,Auditory-Computer,1,1,50,5,7,7,6.333333333,7,5,6,5.5,CreditCard,1
349,Visual-Handwritten,0,1,26,9,9,9,9,9,9,9,9,CreditCard,0
350,Visual-Handwritten,0,1,34,7,7,7,7,5,5,5,5,CreditCard,0
351,Auditory-Computer,1,2,22,3,3,1,2.333333333,4,3,6,4.5,CreditCard,1
352,Visual-Handwritten,0,2,44,5,5,7,5.666666667,5,7,7,7,CreditCard,0
353,Auditory-Computer,1,2,19,3,3,3,3,3,2,3,2.5,CreditCard,0
354,Auditory-Human,1,2,19,8,7,6,7,5,6,6,6,CreditCard,1
355,Auditory-Computer,1,1,44,9,9,8,8.666666667,9,8,9,8.5,CreditCard,0
356,Visual-Handwritten,0,1,20,7,5,6,6,5,5,5,5,CreditCard,1
357,Auditory-Human,1,2,45,5,5,4,4.666666667,5,3,2,2.5,CreditCard,0
358,Visual-Handwritten,0,1,26,5,5,5,5,3,3,3,3,CreditCard,1
359,Auditory-Human,1,1,47,4,5,4,4.333333333,5,1,1,1,CreditCard,0
360,Visual-Handwritten,0,1,22,4,4,3,3.666666667,3,1,1,1,CreditCard,0
361,Visual-Handwritten,0,1,29,4,5,4,4.333333333,5,3,3,3,CreditCard,0
362,Auditory-Human,1,3,20,4,5,5,4.666666667,9,1,1,1,CreditCard,1
363,Auditory-Computer,1,2,28,6,6,6,6,1,6,5,5.5,CreditCard,0
364,Auditory-Human,1,2,27,6,6,5,5.666666667,5,5,5,5,CreditCard,0
365,Auditory-Computer,1,2,26,7,7,7,7,3,5,5,5,CreditCard,0
366,Auditory-Human,1,2,19,3,5,3,3.666666667,4,7,7,7,CreditCard,0
367,Visual-Handwritten,0,2,34,7,7,7,7,6,8,8,8,CreditCard,1
368,Auditory-Computer,1,2,50,4,5,4,4.333333333,3,5,4,4.5,CreditCard,0
369,Visual-Handwritten,0,1,58,4,3,4,3.666666667,9,7,7,7,CreditCard,0
370,Visual-Handwritten,0,2,35,9,9,9,9,5,9,9,9,CreditCard,1
371,Visual-Handwritten,0,2,50,6,6,6,6,8,3,6,4.5,CreditCard,0
372,Visual-Handwritten,0,2,36,5,7,3,5,5,4,4,4,CreditCard,1
373,Auditory-Human,1,2,18,6,6,9,7,9,2,1,1.5,CreditCard,1
374,Auditory-Computer,1,2,29,5,4,4,4.333333333,8,2,3,2.5,CreditCard,0
375,Auditory-Computer,1,3,41,5,5,3,4.333333333,4,1,1,1,CreditCard,1
376,Auditory-Human,1,1,19,5,3,6,4.666666667,3,1,1,1,CreditCard,0
377,Auditory-Human,1,1,42,6,6,5,5.666666667,9,8,9,8.5,CreditCard,0
378,Auditory-Computer,1,1,22,9,9,9,9,6,8,7,7.5,CreditCard,1
379,Visual-Handwritten,0,1,48,4,3,6,4.333333333,1,5,3,4,CreditCard,1
380,Auditory-Computer,1,1,31,4,6,4,4.666666667,4,6,5,5.5,CreditCard,1
381,Auditory-Computer,1,2,44,6,4,6,5.333333333,1,5,2,3.5,CreditCard,1
382,Visual-Handwritten,0,2,41,7,7,7,7,2,5,7,6,CreditCard,1
383,Auditory-Computer,1,2,41,6,6,6,6,5,7,7,7,CreditCard,0
384,Auditory-Computer,1,1,19,4,4,6,4.666666667,1,4,2,3,CreditCard,0
385,Auditory-Computer,1,2,32,4,4,3,3.666666667,5,2,2,2,CreditCard,0
386,Auditory-Human,1,2,28,8,8,8,8,2,7,7,7,CreditCard,1
387,Auditory-Computer,1,2,19,3,5,1,3,6,7,5,6,CreditCard,0
388,Visual-Handwritten,0,1,28,6,6,6,6,5,5,5,5,CreditCard,0
389,Auditory-Computer,1,2,25,4,4,2,3.333333333,4,7,7,7,CreditCard,0
390,Visual-Handwritten,0,2,25,4,7,4,5,7,1,1,1,CreditCard,0
391,Visual-Handwritten,0,1,74,1,1,1,1,2,8,8,8,CreditCard,0
392,Visual-Handwritten,0,1,56,5,5,5,5,4,9,9,9,CreditCard,0
393,Visual-Handwritten,0,3,19,4,5,3,4,3,2,2,2,CreditCard,0
394,Auditory-Human,1,1,24,6,7,7,6.666666667,8,3,3,3,CreditCard,0
395,Auditory-Human,1,2,19,6,6,7,6.333333333,7,7,4,5.5,CreditCard,1
396,Auditory-Computer,1,1,35,6,7,7,6.666666667,9,6,6,6,CreditCard,1
397,Auditory-Human,1,2,18,6,6,7,6.333333333,6,2,3,2.5,CreditCard,0
398,Auditory-Computer,1,2,53,5,5,5,5,5,1,1,1,CreditCard,0
399,Auditory-Human,1,1,52,4,5,5,4.666666667,2,6,6,6,CreditCard,0
400,Auditory-Computer,1,1,39,6,6,6,6,2,3,3,3,CreditCard,1
401,Auditory-Human,1,1,21,7,8,8,7.666666667,7,6,7,6.5,CreditCard,1
402,Auditory-Computer,1,2,29,3,4,2,3,7,2,1,1.5,CreditCard,0
403,Visual-Handwritten,0,1,26,3,3,4,3.333333333,2,2,2,2,CreditCard,0
404,Auditory-Human,1,2,63,6,5,4,5,5,8,8,8,CreditCard,0
405,Auditory-Computer,1,2,28,1,1,1,1,1,9,9,9,CreditCard,0
406,Auditory-Computer,1,2,26,7,8,8,7.666666667,2,7,7,7,CreditCard,1
407,Auditory-Human,1,2,20,7,8,8,7.666666667,7,6,6,6,CreditCard,1
408,Auditory-Human,1,1,18,6,5,2,4.333333333,9,5,5,5,CreditCard,1
409,Auditory-Human,1,1,24,3,3,4,3.333333333,9,6,1,3.5,CreditCard,1
410,Auditory-Computer,1,2,40,9,9,9,9,1,9,9,9,CreditCard,1
411,Visual-Handwritten,0,1,36,2,3,1,2,2,1,1,1,CreditCard,0
412,Auditory-Computer,1,1,33,8,7,7,7.333333333,7,7,9,8,CreditCard,1
413,Auditory-Computer,1,1,39,4,5,5,4.666666667,4,5,6,5.5,CreditCard,1
414,Auditory-Human,1,2,30,4,6,5,5,4,5,5,5,CreditCard,1
415,Visual-Handwritten,0,1,40,6,5,6,5.666666667,5,4,4,4,CreditCard,0
416,Visual-Handwritten,0,2,42,9,8,9,8.666666667,9,9,9,9,CreditCard,0
417,Auditory-Human,1,2,33,4,5,6,5,6,7,7,7,CreditCard,1
418,Auditory-Human,1,2,22,8,7,6,7,2,1,1,1,CreditCard,0
419,Auditory-Computer,1,2,21,6,5,6,5.666666667,6,5,5,5,CreditCard,1
420,Auditory-Human,1,1,18,4,6,5,5,5,4,4,4,CreditCard,1
421,Auditory-Computer,1,1,27,4,5,5,4.666666667,7,5,3,4,CreditCard,0
422,Auditory-Human,1,1,22,4,5,4,4.333333333,2,7,6,6.5,CreditCard,0
423,Visual-Handwritten,0,1,55,7,7,8,7.333333333,3,9,6,7.5,CreditCard,0
424,Auditory-Human,1,2,23,5,5,5,5,5,5,5,5,CreditCard,0
425,Auditory-Human,1,1,54,2,4,2,2.666666667,8,2,3,2.5,CreditCard,0
426,Auditory-Computer,1,2,37,9,8,9,8.666666667,9,6,6,6,CreditCard,1
427,Visual-Handwritten,0,1,30,1,1,1,1,1,2,3,2.5,CreditCard,0
428,Auditory-Computer,1,1,67,8,8,8,8,1,1,1,1,CreditCard,0
429,Visual-Handwritten,0,2,37,4,5,1,3.333333333,5,2,2,2,CreditCard,0
430,Visual-Handwritten,0,2,23,7,7,8,7.333333333,5,5,6,5.5,CreditCard,0
431,Auditory-Computer,1,1,33,4,4,4,4,1,6,6,6,CreditCard,0
432,Auditory-Human,1,2,20,5,5,3,4.333333333,7,6,1,3.5,CreditCard,0
433,Auditory-Human,1,1,19,5,6,7,6,8,6,3,4.5,CreditCard,0
434,Auditory-Human,1,1,29,7,7,7,7,8,5,6,5.5,CreditCard,1
435,Auditory-Human,1,2,35,7,5,6,6,6,5,6,5.5,CreditCard,0
436,Auditory-Human,1,2,35,6,7,5,6,7,5,5,5,CreditCard,0
437,Visual-Handwritten,0,2,34,4,4,3,3.666666667,3,2,2,2,CreditCard,0
438,Auditory-Human,1,2,30,4,6,5,5,2,5,5,5,CreditCard,0
439,Visual-Handwritten,0,1,48,7,7,7,7,7,7,7,7,CreditCard,1
440,Visual-Handwritten,0,2,38,4,3,2,3,1,3,4,3.5,CreditCard,0
441,Visual-Handwritten,0,2,22,7,7,7,7,7,8,8,8,CreditCard,1
442,Visual-Handwritten,0,2,40,7,7,7,7,8,8,8,8,CreditCard,0
443,Visual-Handwritten,0,2,35,9,9,9,9,6,8,8,8,CreditCard,0
444,Auditory-Human,1,1,30,3,5,4,4,3,3,4,3.5,CreditCard,0
445,Auditory-Human,1,2,22,7,8,8,7.666666667,8,7,8,7.5,CreditCard,1
446,Auditory-Human,1,1,31,8,8,8,8,9,5,5,5,CreditCard,0
447,Visual-Handwritten,0,1,20,5,5,3,4.333333333,2,5,1,3,CreditCard,1
448,Auditory-Computer,1,2,22,6,6,5,5.666666667,6,2,3,2.5,CreditCard,0
449,Visual-Handwritten,0,1,38,4,4,5,4.333333333,8,5,6,5.5,CreditCard,0
450,Visual-Handwritten,0,2,35,9,9,9,9,9,9,9,9,CreditCard,1
451,Auditory-Computer,1,2,29,4,4,3,3.666666667,3,5,5,5,CreditCard,0
452,Auditory-Computer,1,2,18,8,9,7,8,1,7,9,8,CreditCard,1
453,Visual-Handwritten,0,2,38,6,5,5,5.333333333,3,7,6,6.5,CreditCard,0
454,Auditory-Computer,1,2,27,5,5,3,4.333333333,2,2,2,2,CreditCard,0
455,Auditory-Computer,1,2,50,5,5,5,5,2,1,1,1,CreditCard,0
456,Visual-Handwritten,0,2,20,9,8,8,8.333333333,3,1,7,4,CreditCard,0
457,Auditory-Human,1,1,38,5,5,5,5,5,5,6,5.5,CreditCard,0
458,Visual-Handwritten,0,2,19,4,5,4,4.333333333,3,6,3,4.5,CreditCard,1
459,Auditory-Computer,1,2,20,4,3,5,4,1,7,7,7,CreditCard,0
460,Auditory-Human,1,1,26,5,5,5,5,7,2,2,2,CreditCard,1
461,Auditory-Human,1,2,30,6,7,6,6.333333333,8,4,4,4,CreditCard,0
462,Visual-Handwritten,0,1,23,7,7,5,6.333333333,3,7,7,7,CreditCard,0
463,Auditory-Human,1,1,46,7,6,7,6.666666667,5,7,7,7,CreditCard,0
464,Auditory-Computer,1,1,24,4,4,5,4.333333333,5,4,5,4.5,CreditCard,1
465,Auditory-Computer,1,2,52,1,1,1,1,1,1,1,1,CreditCard,0
466,Auditory-Computer,1,2,26,5,5,3,4.333333333,1,4,7,5.5,CreditCard,0
467,Auditory-Computer,1,2,22,8,7,2,5.666666667,5,9,9,9,CreditCard,0
468,Auditory-Computer,1,3,21,6,7,7,6.666666667,4,6,6,6,CreditCard,1
469,Auditory-Human,1,2,22,4,4,3,3.666666667,9,6,7,6.5,CreditCard,0
470,Auditory-Computer,1,2,45,5,6,6,5.666666667,1,4,4,4,CreditCard,1
471,Visual-Handwritten,0,2,40,9,9,9,9,1,9,9,9,CreditCard,1
472,Auditory-Human,1,1,34,5,5,6,5.333333333,7,5,5,5,CreditCard,0
473,Auditory-Human,1,1,30,9,9,9,9,7,9,8,8.5,CreditCard,1
474,Auditory-Computer,1,1,28,9,9,9,9,9,8,9,8.5,CreditCard,1
475,Auditory-Human,1,1,27,1,2,1,1.333333333,7,5,5,5,CreditCard,0
476,Auditory-Human,1,2,32,4,5,5,4.666666667,4,7,4,5.5,CreditCard,1
477,Visual-Handwritten,0,1,23,8,6,7,7,8,7,7,7,CreditCard,0
478,Auditory-Human,1,1,33,8,8,9,8.333333333,8,8,8,8,CreditCard,1
479,Visual-Handwritten,0,2,35,7,7,7,7,7,7,7,7,CreditCard,0
480,Visual-Handwritten,0,1,26,5,5,5,5,5,4,4,4,CreditCard,0
481,Auditory-Computer,1,1,30,8,8,6,7.333333333,2,7,5,6,CreditCard,1
482,Visual-Handwritten,0,2,19,3,5,5,4.333333333,5,3,6,4.5,CreditCard,0
483,Auditory-Human,1,2,30,9,9,9,9,9,7,6,6.5,CreditCard,1
484,Visual-Handwritten,0,2,40,4,6,4,4.666666667,3,5,5,5,CreditCard,1
485,Visual-Handwritten,0,1,20,2,4,4,3.333333333,9,2,1,1.5,CreditCard,0
486,Auditory-Computer,1,1,24,7,8,6,7,4,8,8,8,CreditCard,0
487,Visual-Handwritten,0,1,30,6,8,8,7.333333333,6,4,6,5,CreditCard,0
488,Visual-Handwritten,0,1,48,6,5,6,5.666666667,5,6,6,6,CreditCard,0
489,Auditory-Human,1,2,18,7,8,5,6.666666667,8,8,7,7.5,CreditCard,1
490,Auditory-Computer,1,2,29,5,6,6,5.666666667,6,5,6,5.5,CreditCard,1
491,Visual-Handwritten,0,1,40,6,6,6,6,5,3,3,3,CreditCard,0
492,Auditory-Computer,1,1,30,7,7,8,7.333333333,3,7,6,6.5,CreditCard,1
493,Auditory-Computer,1,1,18,2,3,2,2.333333333,7,8,2,5,CreditCard,0
494,Visual-Handwritten,0,2,19,6,5,6,5.666666667,6,3,4,3.5,CreditCard,1
495,Auditory-Human,1,1,28,9,9,5,7.666666667,5,1,1,1,CreditCard,0
496,Auditory-Human,1,2,58,5,5,5,5,5,1,1,1,CreditCard,0
497,Auditory-Human,1,1,27,5,5,5,5,9,2,2,2,CreditCard,0
498,Visual-Handwritten,0,1,19,4,5,6,5,6,6,6,6,CreditCard,0
499,Auditory-Human,1,1,31,2,3,4,3,2,1,1,1,CreditCard,0
500,Auditory-Computer,1,2,32,7,5,5,5.666666667,4,2,5,3.5,CreditCard,0
501,Auditory-Computer,1,2,51,6,6,2,4.666666667,1,2,2,2,CreditCard,1
502,Visual-Handwritten,0,1,26,6,6,7,6.333333333,6,7,7,7,CreditCard,1
503,Auditory-Computer,1,2,22,5,5,1,3.666666667,4,3,1,2,CreditCard,1
504,Auditory-Computer,1,1,31,5,3,3,3.666666667,8,4,4,4,CreditCard,1
505,Auditory-Computer,1,2,38,7,7,7,7,2,7,7,7,CreditCard,1
506,Auditory-Human,1,1,19,4,4,6,4.666666667,9,4,3,3.5,CreditCard,1
507,Auditory-Computer,1,2,36,7,7,7,7,5,5,6,5.5,CreditCard,0
508,Auditory-Computer,1,2,32,4,6,6,5.333333333,1,3,3,3,CreditCard,0
509,Auditory-Computer,1,1,65,4,4,4,4,5,3,3,3,CreditCard,0
510,Auditory-Human,1,1,31,6,6,5,5.666666667,5,6,6,6,CreditCard,0
511,Visual-Handwritten,0,2,26,5,5,6,5.333333333,4,6,3,4.5,CreditCard,0
512,Visual-Handwritten,0,2,47,5,5,5,5,5,1,1,1,CreditCard,0
513,Auditory-Computer,1,1,22,7,7,7,7,2,6,5,5.5,CreditCard,0
514,Auditory-Human,1,2,20,9,7,7,7.666666667,5,5,5,5,CreditCard,0
515,Auditory-Human,1,2,64,8,5,5,6,8,5,5,5,CreditCard,1
516,Auditory-Computer,1,1,33,5,5,6,5.333333333,5,6,6,6,CreditCard,1
517,Auditory-Computer,1,2,29,5,5,1,3.666666667,5,7,7,7,CreditCard,0
518,Auditory-Human,1,2,26,7,7,8,7.333333333,6,6,7,6.5,CreditCard,1
519,Visual-Handwritten,0,3,25,9,6,7,7.333333333,6,8,2,5,CreditCard,0
520,Auditory-Computer,1,1,25,3,4,7,4.666666667,4,6,3,4.5,CreditCard,1
521,Visual-Handwritten,0,1,41,6,6,5,5.666666667,7,5,4,4.5,CreditCard,0
522,Auditory-Human,1,1,22,5,4,3,4,2,3,4,3.5,CreditCard,1
523,Auditory-Human,1,2,61,5,5,5,5,9,6,6,6,CreditCard,1
524,Auditory-Human,1,1,32,5,5,5,5,5,1,1,1,CreditCard,0
525,Auditory-Human,1,1,45,9,7,9,8.333333333,9,8,9,8.5,CreditCard,1
526,Visual-Handwritten,0,1,30,8,9,8,8.333333333,8,7,8,7.5,CreditCard,1
527,Visual-Handwritten,0,1,30,6,5,7,6,5,6,7,6.5,CreditCard,0
528,Visual-Handwritten,0,1,28,7,8,7,7.333333333,7,8,6,7,CreditCard,1
529,Auditory-Computer,1,1,42,7,8,7,7.333333333,6,7,7,7,CreditCard,1
530,Auditory-Computer,1,2,49,3,3,1,2.333333333,1,7,1,4,CreditCard,0
531,Auditory-Computer,1,2,23,2,2,3,2.333333333,1,2,2,2,CreditCard,1
532,Visual-Handwritten,0,1,38,5,5,5,5,1,9,9,9,CreditCard,0
533,Visual-Handwritten,0,2,20,6,7,9,7.333333333,7,3,6,4.5,CreditCard,1
534,Visual-Handwritten,0,2,20,4,6,3,4.333333333,3,1,1,1,CreditCard,0
535,Visual-Handwritten,0,2,34,5,4,5,4.666666667,5,5,7,6,CreditCard,0
536,Visual-Handwritten,0,1,19,4,3,4,3.666666667,9,3,3,3,CreditCard,0
537,Visual-Handwritten,0,1,28,5,5,8,6,7,1,1,1,CreditCard,0
538,Auditory-Human,1,2,19,4,7,9,6.666666667,9,6,6,6,CreditCard,1
539,Visual-Handwritten,0,2,37,5,5,5,5,2,5,5,5,CreditCard,0
540,Auditory-Human,1,2,50,5,5,5,5,8,7,7,7,CreditCard,0
541,Auditory-Human,1,2,22,6,6,6,6,9,7,7,7,CreditCard,1
542,Auditory-Human,1,1,22,7,6,7,6.666666667,9,4,3,3.5,CreditCard,1
543,Auditory-Human,1,1,20,8,8,8,8,5,6,6,6,CreditCard,0
544,Auditory-Human,1,1,19,7,7,8,7.333333333,5,6,6,6,CreditCard,0
545,Auditory-Computer,1,1,56,3,1,4,2.666666667,3,1,1,1,CreditCard,0
546,Auditory-Computer,1,1,22,7,7,5,6.333333333,2,1,1,1,CreditCard,1
547,Auditory-Computer,1,1,20,1,1,1,1,1,2,1,1.5,CreditCard,0
548,Auditory-Human,1,2,26,5,5,5,5,7,6,6,6,CreditCard,0
549,Auditory-Computer,1,2,68,5,5,5,5,7,7,7,7,CreditCard,0
550,Auditory-Human,1,2,23,7,7,7,7,6,6,6,6,CreditCard,1
551,Auditory-Computer,1,2,28,5,7,4,5.333333333,2,2,4,3,CreditCard,0
552,Visual-Handwritten,0,2,43,6,6,6,6,5,6,3,4.5,CreditCard,0
553,Visual-Handwritten,0,1,18,6,6,6,6,6,5,3,4,CreditCard,0
554,Auditory-Computer,1,2,30,9,8,8,8.333333333,1,8,8,8,CreditCard,1
555,Visual-Handwritten,0,3,21,4,5,6,5,5,1,2,1.5,CreditCard,0
556,Auditory-Computer,1,1,47,5,4,5,4.666666667,2,6,6,6,CreditCard,0
557,Auditory-Computer,1,2,45,6,6,6,6,5,5,5,5,CreditCard,0
558,Visual-Handwritten,0,2,18,5,5,5,5,4,5,5,5,CreditCard,0
559,Auditory-Computer,1,1,32,4,5,4,4.333333333,3,7,4,5.5,CreditCard,1
560,Auditory-Human,1,2,21,5,4,2,3.666666667,3,1,1,1,CreditCard,1
561,Auditory-Computer,1,1,18,6,6,7,6.333333333,5,7,6,6.5,CreditCard,0
562,Visual-Handwritten,0,1,34,5,5,5,5,5,6,6,6,CreditCard,0
563,Auditory-Computer,1,2,20,6,6,5,5.666666667,1,1,1,1,CreditCard,0
564,Auditory-Computer,1,1,25,7,7,7,7,6,8,9,8.5,CreditCard,1
565,Auditory-Computer,1,1,45,7,7,7,7,7,7,7,7,CreditCard,1
566,Auditory-Computer,1,1,23,2,2,2,2,3,2,2,2,CreditCard,0
567,Visual-Handwritten,0,1,27,7,8,4,6.333333333,8,6,7,6.5,CreditCard,1
568,Auditory-Computer,1,1,29,4,5,5,4.666666667,5,7,7,7,CreditCard,1
569,Visual-Handwritten,0,1,37,3,5,3,3.666666667,1,1,1,1,CreditCard,0
570,Visual-Handwritten,0,1,29,5,5,1,3.666666667,5,5,5,5,CreditCard,0
571,Auditory-Human,1,1,26,8,7,8,7.666666667,4,6,4,5,CreditCard,1
572,Auditory-Human,1,2,42,5,5,5,5,8,5,3,4,CreditCard,1
573,Auditory-Human,1,2,23,7,7,3,5.666666667,9,2,2,2,CreditCard,1
574,Auditory-Human,1,1,20,6,6,7,6.333333333,7,5,1,3,CreditCard,1
575,Auditory-Human,1,1,19,5,5,6,5.333333333,5,4,4,4,CreditCard,0
576,Visual-Handwritten,0,1,34,4,4,6,4.666666667,6,4,4,4,CreditCard,1
577,Auditory-Computer,1,2,42,5,5,5,5,3,1,1,1,CreditCard,0
578,Visual-Handwritten,0,2,28,4,4,6,4.666666667,7,9,9,9,CreditCard,0
579,Visual-Handwritten,0,2,29,5,5,4,4.666666667,4,2,2,2,CreditCard,1
580,Auditory-Human,1,2,23,7,7,7,7,9,1,1,1,CreditCard,1
581,Auditory-Human,1,1,32,9,8,9,8.666666667,9,8,7,7.5,CreditCard,1
582,Auditory-Computer,1,2,27,5,5,1,3.666666667,2,1,1,1,CreditCard,0
583,Auditory-Computer,1,1,31,7,6,6,6.333333333,1,1,1,1,CreditCard,1
584,Visual-Handwritten,0,2,29,7,7,8,7.333333333,9,1,1,1,CreditCard,0
585,Auditory-Computer,1,2,24,3,2,1,2,8,5,1,3,CreditCard,0
586,Visual-Handwritten,0,1,23,4,5,5,4.666666667,4,6,6,6,CreditCard,0
587,Visual-Handwritten,0,1,25,3,5,5,4.333333333,7,6,4,5,CreditCard,1
588,Visual-Handwritten,0,2,36,7,7,8,7.333333333,4,3,3,3,CreditCard,0
589,Auditory-Human,1,1,21,3,3,5,3.666666667,6,5,3,4,CreditCard,0
590,Auditory-Human,1,1,73,5,5,5,5,7,1,1,1,CreditCard,0
591,Auditory-Computer,1,2,48,5,5,5,5,5,7,7,7,CreditCard,1
592,Visual-Handwritten,0,2,20,4,5,5,4.666666667,3,8,9,8.5,CreditCard,0
593,Auditory-Human,1,1,36,7,6,7,6.666666667,7,5,5,5,CreditCard,0
594,Auditory-Computer,1,1,24,3,2,1,2,2,2,2,2,CreditCard,0
595,Auditory-Computer,1,2,33,9,6,1,5.333333333,1,5,1,3,CreditCard,0
596,Visual-Handwritten,0,2,27,9,9,9,9,1,9,9,9,CreditCard,1
597,Visual-Handwritten,0,1,19,6,6,5,5.666666667,7,5,3,4,CreditCard,1
598,Auditory-Computer,1,1,46,8,7,7,7.333333333,4,7,8,7.5,CreditCard,1
599,Visual-Handwritten,0,1,42,6,7,6,6.333333333,9,4,5,4.5,CreditCard,1
600,Auditory-Computer,1,2,26,7,7,7,7,2,7,7,7,CreditCard,1
601,Visual-Handwritten,0,1,22,1,1,1,1,5,1,1,1,CreditCard,0
602,Auditory-Human,1,2,62,7,7,7,7,5,7,7,7,CreditCard,0
603,Auditory-Human,1,1,27,6,7,7,6.666666667,7,6,7,6.5,CreditCard,0
604,Auditory-Human,1,2,18,6,6,5,5.666666667,7,5,4,4.5,CreditCard,0
605,Visual-Handwritten,0,1,50,8,9,8,8.333333333,9,6,5,5.5,CreditCard,1
606,Visual-Handwritten,0,2,28,8,8,7,7.666666667,8,6,7,6.5,CreditCard,0
607,Auditory-Human,1,1,25,6,6,6,6,7,6,6,6,CreditCard,1
608,Auditory-Human,1,1,34,7,7,8,7.333333333,7,7,6,6.5,CreditCard,1
609,Visual-Handwritten,0,1,29,4,5,5,4.666666667,5,4,4,4,CreditCard,0
610,Auditory-Computer,1,1,23,6,6,6,6,8,6,6,6,CreditCard,1
611,Auditory-Computer,1,2,32,6,6,6,6,6,7,6,6.5,CreditCard,0
612,Auditory-Human,1,2,30,6,6,6,6,7,3,3,3,CreditCard,0
613,Visual-Handwritten,0,1,19,7,5,5,5.666666667,5,7,6,6.5,CreditCard,1
614,Auditory-Human,1,2,57,9,8,8,8.333333333,1,2,1,1.5,CreditCard,0
615,Visual-Handwritten,0,2,25,5,5,5,5,6,6,6,6,CreditCard,0
616,Auditory-Computer,1,1,23,1,2,1,1.333333333,8,7,7,7,CreditCard,0
617,Auditory-Computer,1,1,20,4,5,4,4.333333333,5,3,3,3,CreditCard,0
618,Visual-Handwritten,0,1,38,5,5,5,5,7,4,3,3.5,CreditCard,0
619,Visual-Handwritten,0,1,20,6,7,6,6.333333333,3,2,4,3,CreditCard,0
620,Auditory-Computer,1,2,20,7,6,6,6.333333333,3,4,6,5,CreditCard,0
621,Auditory-Computer,1,2,20,4,6,6,5.333333333,1,4,7,5.5,CreditCard,0
622,Auditory-Computer,1,1,23,4,5,5,4.666666667,1,5,5,5,CreditCard,0
623,Auditory-Computer,1,2,49,5,5,2,4,3,3,3,3,CreditCard,0
624,Auditory-Human,1,1,25,6,7,8,7,9,6,6,6,CreditCard,1
625,Auditory-Computer,1,1,20,5,5,5,5,1,1,1,1,CreditCard,1
626,Auditory-Computer,1,1,20,4,5,7,5.333333333,5,5,6,5.5,CreditCard,0
627,Visual-Handwritten,0,2,39,7,7,6,6.666666667,7,7,7,7,CreditCard,0
628,Auditory-Human,1,1,21,7,7,7,7,9,9,9,9,CreditCard,0
629,Auditory-Human,1,2,43,5,5,5,5,5,1,1,1,CreditCard,0
630,Auditory-Human,1,1,22,6,8,7,7,8,6,4,5,CreditCard,1
631,Visual-Handwritten,0,2,19,1,1,1,1,5,2,2,2,CreditCard,0
632,Auditory-Human,1,1,36,5,5,5,5,9,5,5,5,CreditCard,1
